215210706	13	92418
260605807	13	90018
215208615	13	92202
215211708	13	91926
261242063	13	92418
258661398	13	92202
229658584	13	92202
262926932	13	92418
215211406	13	90018
215210195	13	92418
215213729	13	90018
260609945	13	90018
259754273	13	90018
215212304	13	90018
257750509	13	91926
230202091	13	91926
258658952	13	91926
215205786	13	91140
215208104	13	92202
222419768	13	91140
215213782	13	90018
258101223	13	90018
222237581	13	91926
215209419	13	91866
215213056	13	91140
228865302	13	92202
215207358	13	92784
258878628	13	92784
215206213	13	92418
262830589	13	91866
215211166	13	92202
215207731	13	90174
227676538	13	90018
215213451	13	91926
257296331	13	90174
215212205	13	91926
228866024	13	92784
215206178	13	90174
215203992	13	93222
215206090	13	90018
222261322	13	91926
238428270	13	91926
215213289	13	90018
215209977	13	91866
222420043	13	91926
215203030	13	93222
262802381	13	90018
263079723	13	91926
230202693	13	91866
215205290	13	92202
262833677	13	91926
215213742	13	91926
215210004	13	91866
261511937	13	90018
215207718	13	90174
215205394	13	91926
228865812	13	92202
215213654	13	92202
215211706	13	91926
258298110	13	91926
215211293	13	93222
215210810	13	91926
215210734	13	91926
215211753	13	92202
215215516	13	92202
215210586	13	90018
215213996	13	92202
215207695	13	92784
215214167	13	90018
215209724	13	91926
215203054	13	92418
227516060	13	90018
215212328	13	92202
215208248	13	91866
215205072	13	90018
215210042	13	90018
215204892	13	92202
215205077	13	92202
215209833	13	92784
215202756	13	91140
228865539	13	92202
215206998	13	92202
215212516	13	91926
247720813	13	93222
262915193	13	92202
215213057	13	91140
228864424	13	91926
262978924	13	92202
215210923	13	90018
215203977	13	92784
215202759	13	91140
215214367	13	90174
228865010	13	92202
215202590	13	92418
259751330	13	92418
257296344	13	91866
228330382	13	90018
215202748	13	91140
262921826	13	90018
215208022	13	90174
230186472	13	90018
222390222	13	91926
259752360	13	92784
215207159	13	90174
215207083	13	90018
215210283	13	91926
215210765	13	92202
262859412	13	92202
262926024	13	92202
258659698	13	91140
222252514	13	91926
215211472	13	92202
228863202	13	91140
215209160	13	92202
239020540	13	90174
215210349	13	92784
215210020	13	91140
262864280	13	90018
215205739	13	91140
215202571	13	92418
229322245	13	90018
262781221	13	90018
215208589	13	91926
215209735	13	91926
215214494	13	92202
230272905	13	91926
215208644	13	92202
215210529	13	91926
215210303	13	91926
215210276	13	91926
224940334	13	92202
248035122	13	90174
259754628	13	92202
215203491	13	90018
239020532	13	92784
215215191	13	92418
215204137	13	90018
238910306	13	91140
215212368	13	90018
215212319	13	91926
215209439	13	91926
262792742	13	92202
215207853	13	91926
262866470	13	90018
215207495	13	93222
215211565	13	92784
215215212	13	93222
215213774	13	90018
222254118	13	91926
257577209	13	92418
215212078	13	93222
229657188	13	90018
215208125	13	92202
228863759	13	91866
260606589	13	90018
215208382	13	92784
222234931	13	91926
257305183	13	92418
215202769	13	91140
215210389	13	93222
215205103	13	90018
257300277	13	92418
215205682	13	91926
260765186	13	90018
215212234	13	90018
215208213	13	90174
215203279	13	92418
215212583	13	90018
257294806	13	92418
262927831	13	92784
215209409	13	91866
240006079	13	91926
215202704	13	91926
215214800	13	93222
227677076	13	91866
215212735	13	92784
215211530	13	92418
215207143	13	90174
215211928	13	91866
260605767	13	90018
215212302	13	92202
215202738	13	91140
215213291	13	90018
215213340	13	91926
230178957	13	90018
228861453	13	90018
215205832	13	91140
215211915	13	90018
215211107	13	91926
215215388	13	91926
262809659	13	91926
215202823	13	93222
215209644	13	92202
215209236	13	91926
228847998	13	90018
215212705	13	91926
215215562	13	90018
215202990	13	92784
215210350	13	92784
248001787	13	91926
222232243	13	91926
215207435	13	92202
215210185	13	92418
258660668	13	91926
215209862	13	92784
215210234	13	91866
229775342	13	90174
215213934	13	93222
215212718	13	90018
215208081	13	92202
215205371	13	93222
238886352	13	92202
222404433	13	91926
255941605	13	91866
215204208	13	90174
215214037	13	92202
215207463	13	93222
215208221	13	91866
215208680	13	91866
215211103	13	91926
215214439	13	91926
215212379	13	90018
215205957	13	93222
215214096	13	90018
215213175	13	90018
262800066	13	90018
215212442	13	90018
215206861	13	91926
215210395	13	93222
215203472	13	91926
215210678	13	90018
258192783	13	91926
215203182	13	91926
215209912	13	92784
228861423	13	90018
215211527	13	92418
222251894	13	90018
259752534	13	91866
261231698	13	92202
215209175	13	92202
215206066	13	90018
262924193	13	91926
258101860	13	93222
215213951	13	93222
228866067	13	92784
215205753	13	91926
215208366	13	92784
215207976	13	92202
215205266	13	92202
215207900	13	91140
215207087	13	90018
215205458	13	91866
215215535	13	91926
230292868	13	90018
228861142	13	90018
